CodigoPrestador,NombrePrestador,TipoIdentificacion,NumeroIdentificacion,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioPrestador,DireccionPrestador,EmailPrestador,TelefonoPrestador,FechaCorte,municipios_count,sedes_count,id_entidad,razon_social,codigo_postal,pagina_web,ambito_SIIF
0500105909,HOSPITAL ALMA MÁTER DE ANTIOQUIA,NI,811016192,Mixta,NO,Antioquia,05001,KR 51 B # 69 - 13,corporativo@almamater.hospital,4447085,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
0500105935,FRESENIUS MEDICAL CARE COLOMBIA S.A.,NI,830007355,Privada,NO,Antioquia,05001,CL 64 N.51-70,Impuestos.Freseniuscol@fmc-ag.com,5745167575,Fecha corte REPS: Jul 4 2023 1:19PM,4,7,,,,,
0500106086,ESE HOSPITAL LA MARIA,NI,890905177,Pública,SI,Antioquia,05001,cll 92 ee No. 67 61,calidad@lamaria.gov.co,4447192,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,123605000,E.S.E. Hospital la María - Medellín,500300,http://www.lamaria.gov.co,No
0500106122,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A. Sigla: BODYTECH S.A.,NI,830033206,Privada,NO,Antioquia,05001,CL 10 # 32-115 SÓTANO 3 LOCAL 0686 BARRIO: POBLADO,constanza.fonseca@bodytechcorp.com,5743133176,Fecha corte REPS: Jul 4 2023 1:19PM,5,19,,,,,
0500106242,SERVICIOS INMUNOLOGICOS PREVINM S.A.S,NI,811030740,Privada,NO,Antioquia,05001,Calle 49 #40-11 Local 0611-1 PISO 6,vacunacion@previnm.com,4449286,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500106283,ASOCIACION MUTUAL SAN JAVIER,NI,890982135,Privada,NO,Antioquia,05001,KR 102 A # 47C-97,asmutual@une.net.co,5742529559,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500106989,ELECTROMIOGRAFIA DE ALTA TECNOLOGIA S.A.S,NI,811040023,Privada,NO,Antioquia,05001,CL 51 # 45 93 CS 102,eatltda@une.net.co,5745121755,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500107490,DERMATOLOGICA S. A,NI,890935884,Privada,NO,Antioquia,05001,CL 10 No 30-310,director.administrativo@dermatologica.co,574444005,Fecha corte REPS: Jul 4 2023 1:19PM,3,6,,,,,
0500107904,CORPORACION COLOMBIA SALUDABLE,NI,811037901,Privada,NO,Antioquia,05001,CL 62 # 50 A -31,colombia.saludable23@colombiasaludable.org,4442368,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500107938,SODIME S.A.S,NI,811044122,Privada,NO,Antioquia,05001,CL 7 # 39-107 CS 811,sodime.medellin@gmail.com,3123939 - 4445299,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108044,ORGANIZACION FONOAUDIOLOGICA E U,NI,811043738,Privada,NO,Antioquia,05001,Cl 11A  # 43D - 88,ofamedellin@gmail.com,2669226,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500108437,CLÍNICA LÁSER DE OJOS S.A.S,NI,800056237,Privada,NO,Antioquia,05001,CRA 43 C # 5- 87,dir.administrativamedellin@negociosempresariales.com.co,2666534,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108449,RADEX SAS,NI,811007759,Privada,NO,Antioquia,05001,CIRCULAR 2 # 70-24 OF 205,gerencia@radex-rx.com,4448209,Fecha corte REPS: Jul 4 2023 1:19PM,2,4,,,,,
0500108453,LABORATORIO MEDICO DE REFERENCIA S.A.S,NI,811020763,Privada,NO,Antioquia,05001,Carrera 41 # 62 - 05,administracion@labmedico.com,4440795,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
0500108474,AUDIOCOM S.A.S,NI,814003448,Privada,NO,Antioquia,05001,Cra 43A  No. 14-57 Local 115-116 - Barrio:,servicio@audiocom.com.co,(4) 604 00 52 - 3174374863,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500108604,INSTITUTO ANTIOQUEÑO DE REPRODUCCION INSER S.A.S,NI,811001087,Privada,NO,Antioquia,05001,CL 12 # 39 60 LOMA LALINDE EL POBLADO,administracion@inser.com.co,5742688000,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108623,HERNAN OCAZIONEZ Y CIA S.A.S,NI,890920848,Privada,NO,Antioquia,05001,CL 53 # 46 38 IN 101,dirasistencial@hernanocazionez.com,5744600110,Fecha corte REPS: Jul 4 2023 1:19PM,4,6,,,,,
0500108632,CENTRO SAN CAMILO S.A.S,NI,830513713,Privada,NO,Antioquia,05001,CL 67A #51B-44,centrosancamilo@une.net.co,5742126847,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108684,CENTRO INTEGRAL DE FONOAUDIOLOGIA S.A.S,NI,830514379,Privada,NO,Antioquia,05001,CL 32 EE #  76-28,ciffips@gmail.com,4443150-2311555,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108765,SERVICIOS DE ANESTESIA REANIMACION Y ANALGESIA MEDICA SAS,NI,800153381,Privada,NO,Antioquia,05001,CL 7 # 39-290 Con 915,saramedsa@gmail.com,5742316228,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108810,GASTROESTUDIO UNIDAD VIDEOENDOSCOPICA S.A.S.,NI,811007899,Privada,NO,Antioquia,05001,CL 2 SUR # 46-55 CS 332-333,albernale@une.net.co,5742661000,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108877,PREVILABOR S.A.S,NI,900020613,Privada,NO,Antioquia,05001,CALLE 48 C # 65 - 23,asistenciasalud@previlabor.co,2301810,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500108901,FUNDACION LUCERITO,NI,900022519,Privada,NO,Antioquia,05001,CALLE 49 #9b - 88 Barrio Buenos Aires,info@fundacionlucerito.org,5742690909,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
0500108935,"CENTRO DE FLEBOLOGIA, MEDICINA Y ODONTOLOGIA ESTETICA SOCIEDAD POR ACCIONES SIMPLIFICADA ( FEMOESTETICA SAS)",NI,900046367,Privada,NO,Antioquia,05001,CL  33 # 76-14,habilitacion.femoestetica@gmail.com,5742503909,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500109002,CLINICA OFTALMOLOGICA DE MEDELLIN S A,NI,900054989,Privada,NO,Antioquia,05001,KR 30 # 7A -300  TV INFERIOR,com@com.com.co,573221097,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109026,CENTRORAL S.A.S.,NI,830512690,Privada,NO,Antioquia,05001,CL 51 # 40 - 187,centroral@hotmail.com,5742162056,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109045,ESTUDIOS ENDOSCOPICOS S.A.S.,NI,900055823,Privada,NO,Antioquia,05001,KR 47 # 56 35 CS 103,gerencia@estudiosendoscopicos.co,5744446388,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
0500109055,CLINICA ODONTOLOGICA INTEGRAL ODONTOLASER SA,NI,811044879,Privada,NO,Antioquia,05001,KR 74 CL 48 37 CS 831,auditoria.odontolaser@gmail.com,5744444453,Fecha corte REPS: Jul 4 2023 1:19PM,2,6,,,,,
0500109099,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,NI,900038926,Privada,NO,Antioquia,05001,"calle 53 # 46 - 38 piso 1,2,3,4,5 y 6 calle 54 # 46-27 piso 14 cons 1407 y 1408 y piso 15 cons. 1501, 1502, 1503, 1505, 1506, 1507, 1508 y 1509. Barrio:MEDELLIN CENTRO",gerentegeneral@promedan.co,3122896948,Fecha corte REPS: Jul 4 2023 1:19PM,14,26,,,,,
0500109147,ORTHOPRAXIS S.A.S.,NI,830502282,Privada,NO,Antioquia,05001,Calle 27 #45-28,jenny.posada@ottobock.com,4441929,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109181,PATOLOGIA INTEGRAL S.A.S,NI,900045393,Privada,NO,Antioquia,05001,KR 20 #2 SUR - 185 TO MEDICA SOTANO 1,patologiaintegral@gmail.com,5743269265,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109214,CLINICA DEL CAMPESTRE S A,NI,900033806,Privada,NO,Antioquia,05001,CL 17 SUR # 44 06,clinicadelcampestre1@epm.net.co,5744442006,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109246,UNIVER PLUS SA,NI,900033752,Privada,NO,Antioquia,05001,KR 47 # 52-65   LC  101 Edificio Coltejer,coordinadornacionalcalidad@univerplus.com,3164195115,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
0500109320,LOTERO Y OSORIO SAS,NI,900080238,Privada,NO,Antioquia,05001,AV 33 # 74 B 202 PI 1,laboratorioclinicobiolab@yahoo.es,4116992,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109358,INVERSIONES PALACIO CASTAÑO S.A.S,NI,900097654,Privada,NO,Antioquia,05001,CL 33 42B 06 CS 10-17,Corpolaser@corpolaser.com.co,5742622262,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500109360,DENTAL HOME S.A.S,NI,900050381,Privada,NO,Antioquia,05001,KR 66B Nº 34A 76 CS 401 Centro Comercial Unicentro,info@clinicadentalhome.com,5742651223,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500109388,ODONTOLOGIA PEDIATRICA DEL SUR SAS,NI,811047122,Privada,NO,Antioquia,05001,KR 48 # 12 SUR 70 C PROFESIONAL CRUCERO 506,opediatricadelsur@une.net.co,574313 82 16,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109408,QUIRUMAS S.A.S,NI,900042620,Privada,NO,Antioquia,05001,CL 42 B 63 C 52,quirumas@hotmail.com,5742352187,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109432,SUPLIMED HOSPITALARIO S.A.S Sigla SUPLIMED S.A.S.,NI,811031144,Privada,NO,Antioquia,05001,CALLE 16 A SUR # 48 - 29 LOCAL 101,suplimed@une.net.co,414 49 30,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500109509,ASESORIAS Y SOLUCIONES INTEGRALES EN SALUD A&S S.A.,NI,811038796,Privada,NO,Antioquia,05001,KR 63B # 32E -67,ays@ays.com.co,4483625,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500109515,INTERGASTRO S.A,NI,900059534,Privada,NO,Antioquia,05001,CL 7 # 39 - 107 Torre Medical Piso 5,intergastro@une.net.co,5743260202,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
0500109525,IQ INTERQUIROFANOS S.A,NI,900071466,Privada,NO,Antioquia,05001,CL 7 # 39 -197 CS 2,direccion.calidad@iqinterquirofanos.com,3182529175,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500109582,MEDI ASISTENCIA SA,NI,900114824,Privada,NO,Antioquia,05001,CIRCULAR 3 # 70 - 18 OF 401,contacto@mediasistencia.com.co,5807489,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109608,MESSER COLOMBIA S.A.,NI,860005114,Privada,NO,Antioquia,05001,Kr 25 # 9A SUR  182,yesnile.garcia@messer-co.com,4254550,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500109701,UROLOGOS Y GINECOLOGOS DE COLOMBIA SA UROGINE SA,NI,900131820,Privada,NO,Antioquia,05001,KR 25 A 1 A Sur 45 In  637,gerencia@urogine.com,574 448 76 44,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
0500109736,FUNDACION CENTRO DE INVESTIGACION CLINICA CIC,NI,900037659,Privada,NO,Antioquia,05001,CL 7 # 39-290 CS 902 Int. B,info@centrocic.com,5743124170,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500109779,HOME GROUP S.A.S,NI,900137119,Privada,NO,Antioquia,05001,calle 6 # 50-21 - Barrio:Campo Amor,directoradegestionycalidadhg@gmail.com,4443388,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109810,INTERDENTAL GROUP S.A.S,NI,900113147,Privada,NO,Antioquia,05001,CL 7 # 39-197 CS 1404-1405,ariassanchez74@hotmail.com,5743217905,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500109961,Fundación para el Servicio Integral de Atención Médica - Fundación SIAM,NI,900034438,Privada,NO,Antioquia,05001,Calle 33 #74B-186,calidad@fundacionsiam.org,4488571,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500109977,GALENOS MEDICAL SA,NI,900167432,Privada,NO,Antioquia,05001,AC 46# 54-14 CS 10-01 ED COMEDAL,galenosmedical@gmail.com,5742515801,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500110024,INVERSALUD GLOBAL S.A,NI,900148824,Privada,NO,Antioquia,05001,CL 52 43 100,administracion@densclinicasdentales.com,574 5115580 - 3104250545,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110027,AMBULANCIAS INTENSIVA S.A.S,NI,900154101,Privada,NO,Antioquia,05001,CALLE 30 # 80 - 37 OFICINA 102,a-lbertoramirez@hotmail.com,4444318,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110036,PATROJA S.A,NI,900142734,Privada,NO,Antioquia,05001,CL 7 # 39-197 LC 1219,imagenesdigitales1212@gmail.com,5742361212,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500110132,PROGRAMA MADRE CANGURO INTEGRAL LTDA,NI,900196201,Privada,NO,Antioquia,05001,Calle 7 N° 39-197 Consultorio 1810 Torre Intermédica Poblado,bacosta@programacanguro.org,4797911-3669778-2687563-3012419689-3023247525,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110165,CORPORACION CENTRO CITA SALUD MENTAL,NI,900081843,Privada,NO,Antioquia,05001,Carrera 75 # 30A-19,calidad@centrocita.org,5745946808,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110172,Promotora de Salud Oral y Estetica SA PROSOESA,NI,900190731,Privada,NO,Antioquia,05001,KR 48 # 12 Sur 070  CS 808,lagudelo@calledoceco.com,(574)3134281,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110184,CENTRAL DE AYUDAS DIAGNOSTICAS UNILAB S.A.S,NI,900161891,Privada,NO,Antioquia,05001,Carrera 68 No. 49-05 - Barrio:ESTADIO,coordinacion@unilab.con.co,4448000,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500110220,CLÍNICA ODONTOLOGICA ORALSPA S.A.S.,NI,900204438,Privada,NO,Antioquia,05001,CL 54 46 27 CS 1001,clinicaodontologicaoralspa@gmail.com,4445735 - 3174364085,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110234,CENTRO DEL SUEÑO Y EL RONQUIDO S.A.S,NI,900213123,Privada,NO,Antioquia,05001,CL 7 # 39-290 CS 1207,centrodesueno@gmail.com,3002439428 5577009 3007976090,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110264,MEDICINA FETAL SAS,NI,900213214,Privada,NO,Antioquia,05001,"KR 20 # 2SUR-185 CS 1006, 1013,1014,1015,1016,1017,1018 - Barrio:POBLADO",katia.hernandez@medicinafetal.com.co,3153931648-4447041,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
0500110283,GRUPO MEDICO ESPECIALIZADO EN SERVICIOS EN SALUD S.A.S,NI,900220866,Privada,NO,Antioquia,05001,CL 34 #  63 A 93,clinica.laser.med@gmail.com,3164821047,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
0500110312,FUNDACION ANTIOQUEÑA DE INFECTOLOGIA,NI,900177813,Privada,NO,Antioquia,05001,Carrera 70 # 26a 10 piso 4,contacto@fai.org.co,4481001,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110329,SERVICIOS DE SALUD SAN VICENTE FUNDACIÓN,NI,900224057,Privada,NO,Antioquia,05001,CALLE 64 No. 51 D 154 - Barrio:CENTRO,regina.sepulveda@sanvicentefundacion.com,4447193 EXT 3260,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500110331,MERY ALVAREZ MEDICINA ESTETICA S.A.S,NI,900176114,Privada,NO,Antioquia,05001,CL 4 SUR # 43A-109 IN 501,direccionadministrativa@clinicameryalvarez.com,3215858,Fecha corte REPS: Jul 4 2023 1:19PM,3,5,,,,,
0500110335,IPS SEMEDIC S.A.S,NI,811030764,Privada,NO,Antioquia,05001,Calle 16 # 55 - 129 CC de moda outlet local 202,manuela.duque@gruposemedic.com,4485121,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110355,QUIRUSTETIC S.A.S,NI,900223000,Privada,NO,Antioquia,05001,CL 11 A SUR #  44-23,subgerencia@quirustetic.com,5743214383,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110377,VITALSER IPS EU,NI,900227689,Privada,NO,Antioquia,05001,KR 77 B # 48 - 98,vitalser.ips@gmail.com,4222122,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110393,MEDICARTE S.A.S,NI,900219866,Privada,NO,Antioquia,05001,Carrera 43 A 34 95 L 1301,notificaciones@medicarte.com.co,5744484250,Fecha corte REPS: Jul 4 2023 1:19PM,3,4,,,,,
0500110402,CLINICA ARTICA SA,NI,900216711,Privada,NO,Antioquia,05001,CL 18 # 35-69 OF 330,administracion@clinicaartica.com,5744484847,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110443,ORAL ESTETIC GROUP S.A.S,NI,900240492,Privada,NO,Antioquia,05001,CL 54 # 46 - 27 CS 1205,oralestetic.1205@gmail.com,3229767,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110471,Viva 1A IPS SA,NI,900219120,Privada,NO,Antioquia,05001,CL 9C SUR # 50 FF-116 LC 103-109-203,calidad.antioquia@viva1a.com.co,3183263736,Fecha corte REPS: Jul 4 2023 1:19PM,3,10,,,,,
0500110472,OIGAMOS S.A.S,NI,900237556,Privada,NO,Antioquia,05001,CL 7 # 39-197 CS 1413 y CS 1406  TORRE INTERMÉDICA,oigamos.liliana@hotmail.com,5743219436,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500110495,MAMOGAFIA E IMAGENES DIAGNOSTICAS DIMA SA,NI,900233844,Privada,NO,Antioquia,05001,KR 46 # 54-14 ED COMEDAL CS 702-703,macaneira@dima.com.co,6044141,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500110568,NEUROVIDA CENTRO DE REHABILITACION NEUROLOGIA SAS IPS,NI,900250515,Privada,NO,Antioquia,05001,Circular 73 B # 39B-58,neurovida@gmail.com,4130649-4119168,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110577,INVERSIONES DAMA SALUD SAS,NI,830108482,Privada,NO,Antioquia,05001,CL 52 # 45-44 ED LOS BUCAROS LC 203,coordinadorhabilitacion@sonria.com.co,2514144,Fecha corte REPS: Jul 4 2023 1:19PM,4,8,,,,,
0500110578,EMERMEDICA S.A. SERVICIOS DE AMBULANCIA PREPAGADOS,NI,800126785,Privada,NO,Antioquia,05001,KR 47 A # 5-100,notificaciones@emermedica.com.co,6042042112,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110601,ODONTÓLOGICA CENTRO CLINICO DE ESPECIALISTAS S.A.S.,NI,900226819,Privada,NO,Antioquia,05001,KR 29 D #6 A 05 OF 202,gerencia@odontologica.com.co,5744449006,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110606,ELECTRODIAGNOSTICO IPS LTDA,NI,900260716,Privada,NO,Antioquia,05001,Calle 2 sur # 46-116 Torre Salud Vegas Consultorios 1220-1222,electrodiganostico@gmail.com,4017377-5600405-3053354334,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110653,AYUDAS DIAGNOSTICAS SURA S.A.S,NI,800225057,Privada,NO,Antioquia,05001,CARRERA 48 No. 19A 40 CONSULTORIOS 901 Y 911,lmgaleanoa@sura.com.co,5742602100,Fecha corte REPS: Jul 4 2023 1:19PM,21,71,,,,,
0500110661,IPS AMBULATORIAS DE COLOMBIA S.A.S,NI,900261314,Privada,NO,Antioquia,05001,KR 80 D # 40 - 37,gerencia@expertaips.com,5809930 - 5811175 - 5811139,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110706,CORPORACION CENTRO DE RECURSOS INTEGRALES PARA LA FAMILIA CERFAMI,NI,800102505,Privada,NO,Antioquia,05001,KR 68 # 49 30,cerfami@une.net.co,5742601400,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500110716,SERVILAB SERVICIOS INTEGRALES DE LABORATORIO S.A.S.,NI,900190640,Privada,NO,Antioquia,05001,CL 49 # 40 79,servilab19@hotmail.com,5742182878,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
0500110727,INTEGRAL I.P.S. LTDA,NI,900273921,Privada,NO,Antioquia,05001,Calle 29 # 44-174 Barrio Colombia,vicepresidencia@vihonco.com,5604158,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110751,CENTRO INTEGRAL DE REHABILITACION DEL SUR S.A.S CENTIR DEL SUR S.A.S,NI,900250084,Privada,NO,Antioquia,05001,CALLE 34 # 63-56 CONQUISTADORES,centirdelsur@hotmail.com,5743209280,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110767,OPTICA COLSANITAS SAS,NI,800185773,Privada,NO,Antioquia,05001,kr 46 # 27-35 1 Piso Local 1,oflechas@keralty.com,5743548874,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110803,"FUNDACIÓN MÉDICO NORCA IPS DE MEDICINA GENERAL Y ALTERNATIVA ""FUNORCA IPS""",NI,900283915,Privada,NO,Antioquia,05001,CL 62 # 50 A 21,funorcaips@hotmail.com,5742843998,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110818,UNIDAD MEDICA Y DE DIAGNOSTICO S.A.,NI,830001007,Privada,NO,Antioquia,05001,Carrera 43B No. 14-44 PISO 6,edgarc@colmedica.com,3007506404 - 3182404393,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110821,LINK DIAGNOSTICO DIGITAL S.A.,NI,900247447,Privada,NO,Antioquia,05001,CRA 43 A 18 SUR 135 OFICINA 826,info@linkdx.com.co,5744445465,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110833,DENTIPLAN DE COLOMBIA S.A.S,NI,900253187,Privada,NO,Antioquia,05001,KR 47 # 52- 86 LC 315,gerenciageneral@dentiplan.com.co,4481232 opcion 8,Fecha corte REPS: Jul 4 2023 1:19PM,3,5,,,,,
0500110844,MEDICOS ESPECIALISTAS EN EL NORDESTE MEDEN IPS S.A.S,NI,900087021,Privada,NO,Antioquia,05001,CL 53 B N 77E-13,grupo.meden@gmail.com,5039409,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
0500110875,ART MEDICA S.A.S.,NI,900298928,Privada,NO,Antioquia,05001,CARRERA 43 A No 34 95 PISO 12 - Barrio:PERPETUO SOCORRO,notificaciones@artmedica.co,"Línea de atención Nacional 3009120074, Call center 6044444994 opción 1, WhatsApp 3223986072",Fecha corte REPS: Jul 4 2023 1:19PM,3,5,,,,,
0500110902,FUNDACIÓN ANDECOL,NI,811023334,Privada,NO,Antioquia,05001,KR 69 # 30 A 50,direccion@andecol.org,4486550,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110917,INSTITUTO NACIONAL DE INVESTIGACION EN OFTALMOLOGIA LTDA,NI,900163228,Privada,NO,Antioquia,05001,KR 48 # 19 A - 40 CS 1221,juangosa@yahoo.com,2355888,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110929,DIAGNOSTICO DE ENFERMEDADES DIGESTIVAS S.A.S.,NI,900305887,Privada,NO,Antioquia,05001,Carrera 82C  #30A 120 Int 1505,digestiva_financiero@hotmail.com,6040043 /3207671305,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
0500110932,WAKEUP REHABILITACIÓN FUNCIONAL S.A.S.,NI,900195303,Privada,NO,Antioquia,05001,Calle 1A SUR 31 -105,contactolaureles@wakeup.com.co,4484557,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500110947,NEOVID SAS,NI,900265205,Privada,NO,Antioquia,05001,CL 11 A SUR # 43 A 31,neovidips@hotmail.com,6044482708,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
0500204360,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL,NI,890980643,Pública,SI,Antioquia,05002,CL Circular X Kr Calibio,abejhs01@gmail.com,8647181,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,123805000,E.S.E. Hospital San Juan de Dios - Abejorral,470004,http://www.esehospitalabejorral.gov.co,No
0502105098,ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ,NI,800029509,Pública,SI,Antioquia,05021,KR 19 # 16 - 70,hospitalalejandria@gmail.com,8660077,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,124005000,E.S.E. Hospital Felipe Arbeláez - Alejandría,53820,http://,No
0503004374,ESE HOSPITAL SAN FERNANDO,NI,890906346,Pública,SI,Antioquia,05030,Cra 51 No 52 81,hospital@eseamaga-antioquia.gov.co,8472926,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,124205000,E.S.E. Hospital San Fernando - Amagá,55840,http://www.hospitalamaga.gov.co,No
0503102091,E.S.E HOSPITAL EL CARMEN,NI,890982101,Pública,SI,Antioquia,05031,CL 23 # 23 - 40,gerencia@hospitalelcarmen-amalfi-antioquia.gov.co,5748300353,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,124305000,E.S.E. Hospital el Carmen - Amalfi,52840,http://www.hospitalamalfi.com,No
0503404432,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,NI,890980814,Pública,SI,Antioquia,05034,AV MEDELLIN NRO. 48-20,gestiondocumental@hospitaldeandes.gov.co,5748414343,Fecha corte REPS: Jul 4 2023 1:19PM,1,7,124405000,E.S.E. Hospital San Rafael - Andes,56060,http://www.hospitaldeandes.gov.co/,No
0503605108,NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA,NI,890980959,Pública,SI,Antioquia,05036,CL 8 # 7-108,archivodocumental.es@eselamisericordia-angelopolis-antioquia.gov.co,5748421146,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,124505000,E.S.E. Hospital la Misericordia - Angelópolis,55830,http://www.eselamisericordia-angelopolis-antioquia.gov.co,No
0503801538,ESE HOSPITAL SAN RAFAEL,NI,890982183,Pública,SI,Antioquia,05038,KRA10 # 16 - 1,angohs01@edatel.net.co,"5748645099, 8645319",Fecha corte REPS: Jul 4 2023 1:19PM,1,1,124605000,E.S.E. Hospital San Rafael - Angostura,51810,http://,No
0504003261,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI,NI,890982138,Pública,SI,Antioquia,05040,CL ZEA,anorhs@hospitalanori.gov.co,8350803,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,124705000,E.S.E. Hospital San Juan de Dios - Anorí,52850,http://,No
